period_id,bu_id,fiscal_period_cd,fiscal_period_desc,fiscal_period_start,fiscal_period_end,fiscal_quarter_cd,fiscal_quarter_desc,fiscal_quarter_start,fiscal_quarter_end,fiscal_year_cd,fiscal_year_desc,fiscal_year_start,fiscal_year_end,adjustment_period,engagement_id,fiscal_period_seq,ver_start_date_id,ver_end_date_id,ver_desc
2722,17,2015-006,2015-006,20150601,20150630,2015-Q2,2015-Q2,20150401,20150630,2015,2015,20150101,20151231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,6,20141115,NULL,20141115
2723,17,2015-007,2015-007,20150701,20150731,2015-Q3,2015-Q3,20150701,20150930,2015,2015,20150101,20151231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,7,20141115,NULL,20141115
2724,17,2015-008,2015-008,20150801,20150831,2015-Q3,2015-Q3,20150701,20150930,2015,2015,20150101,20151231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,8,20141115,NULL,20141115
2725,17,2015-009,2015-009,20150901,20150930,2015-Q3,2015-Q3,20150701,20150930,2015,2015,20150101,20151231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,9,20141115,NULL,20141115
2726,17,2015-010,2015-010,20151001,20151031,2015-Q4,2015-Q4,20151001,20151231,2015,2015,20150101,20151231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,10,20141115,NULL,20141115
2727,17,2015-011,2015-011,20151101,20151130,2015-Q4,2015-Q4,20151001,20151231,2015,2015,20150101,20151231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,11,20141115,NULL,20141115
2728,17,2015-012,2015-012,20151201,20151231,2015-Q4,2015-Q4,20151001,20151231,2015,2015,20150101,20151231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,12,20141115,NULL,20141115
2729,17,2015-013,2015-013,20151231,20151231,2015-Q4,2015-Q4,20150930,20151231,2015,2015,20150101,20151231,Y,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,13,20141115,NULL,20141115
2730,17,2015-014,2015-014,20151231,20151231,2015-Q4,2015-Q4,20150930,20151231,2015,2015,20150101,20151231,Y,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,14,20141115,NULL,20141115
2731,17,2015-015,2015-015,20151231,20151231,2015-Q4,2015-Q4,20150930,20151231,2015,2015,20150101,20151231,Y,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,15,20141115,NULL,20141115
2732,17,2015-016,2015-016,20151231,20151231,2015-Q4,2015-Q4,20150930,20151231,2015,2015,20150101,20151231,Y,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,16,20141115,NULL,20141115
2733,18,2006-001,2006-001,20060101,20060131,2006-Q1,2006-Q1,20060101,20060331,2006,2006,20060101,20061231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,1,20141115,NULL,20141115
2734,18,2006-002,2006-002,20060201,20060228,2006-Q1,2006-Q1,20060101,20060331,2006,2006,20060101,20061231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2,20141115,NULL,20141115
2735,18,2006-003,2006-003,20060301,20060331,2006-Q1,2006-Q1,20060101,20060331,2006,2006,20060101,20061231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,3,20141115,NULL,20141115
2736,18,2006-004,2006-004,20060401,20060430,2006-Q2,2006-Q2,20060401,20060630,2006,2006,20060101,20061231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,4,20141115,NULL,20141115
2737,18,2006-005,2006-005,20060501,20060531,2006-Q2,2006-Q2,20060401,20060630,2006,2006,20060101,20061231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,5,20141115,NULL,20141115
2738,18,2006-006,2006-006,20060601,20060630,2006-Q2,2006-Q2,20060401,20060630,2006,2006,20060101,20061231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,6,20141115,NULL,20141115
2739,18,2006-007,2006-007,20060701,20060731,2006-Q3,2006-Q3,20060701,20060930,2006,2006,20060101,20061231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,7,20141115,NULL,20141115
2740,18,2006-008,2006-008,20060801,20060831,2006-Q3,2006-Q3,20060701,20060930,2006,2006,20060101,20061231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,8,20141115,NULL,20141115
2741,18,2006-009,2006-009,20060901,20060930,2006-Q3,2006-Q3,20060701,20060930,2006,2006,20060101,20061231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,9,20141115,NULL,20141115
2742,18,2006-010,2006-010,20061001,20061031,2006-Q4,2006-Q4,20061001,20061231,2006,2006,20060101,20061231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,10,20141115,NULL,20141115
2743,18,2006-011,2006-011,20061101,20061130,2006-Q4,2006-Q4,20061001,20061231,2006,2006,20060101,20061231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,11,20141115,NULL,20141115
2744,18,2006-012,2006-012,20061201,20061231,2006-Q4,2006-Q4,20061001,20061231,2006,2006,20060101,20061231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,12,20141115,NULL,20141115
2745,18,2006-013,2006-013,20061231,20061231,2006-Q4,2006-Q4,20060930,20061231,2006,2006,20060101,20061231,Y,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,13,20141115,NULL,20141115
2746,18,2007-001,2007-001,20070101,20070131,2007-Q1,2007-Q1,20070101,20070331,2007,2007,20070101,20071231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,1,20141115,NULL,20141115
2747,18,2007-002,2007-002,20070201,20070228,2007-Q1,2007-Q1,20070101,20070331,2007,2007,20070101,20071231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2,20141115,NULL,20141115
2748,18,2007-003,2007-003,20070301,20070331,2007-Q1,2007-Q1,20070101,20070331,2007,2007,20070101,20071231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,3,20141115,NULL,20141115
2749,18,2007-004,2007-004,20070401,20070430,2007-Q2,2007-Q2,20070401,20070630,2007,2007,20070101,20071231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,4,20141115,NULL,20141115
2750,18,2007-005,2007-005,20070501,20070531,2007-Q2,2007-Q2,20070401,20070630,2007,2007,20070101,20071231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,5,20141115,NULL,20141115
2751,18,2007-006,2007-006,20070601,20070630,2007-Q2,2007-Q2,20070401,20070630,2007,2007,20070101,20071231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,6,20141115,NULL,20141115
2752,18,2007-007,2007-007,20070701,20070731,2007-Q3,2007-Q3,20070701,20070930,2007,2007,20070101,20071231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,7,20141115,NULL,20141115
2753,18,2007-008,2007-008,20070801,20070831,2007-Q3,2007-Q3,20070701,20070930,2007,2007,20070101,20071231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,8,20141115,NULL,20141115
2754,18,2007-009,2007-009,20070901,20070930,2007-Q3,2007-Q3,20070701,20070930,2007,2007,20070101,20071231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,9,20141115,NULL,20141115
2755,18,2007-010,2007-010,20071001,20071031,2007-Q4,2007-Q4,20071001,20071231,2007,2007,20070101,20071231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,10,20141115,NULL,20141115
2756,18,2007-011,2007-011,20071101,20071130,2007-Q4,2007-Q4,20071001,20071231,2007,2007,20070101,20071231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,11,20141115,NULL,20141115
2757,18,2007-012,2007-012,20071201,20071231,2007-Q4,2007-Q4,20071001,20071231,2007,2007,20070101,20071231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,12,20141115,NULL,20141115
2758,18,2007-013,2007-013,20071231,20071231,2007-Q4,2007-Q4,20070930,20071231,2007,2007,20070101,20071231,Y,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,13,20141115,NULL,20141115
2759,18,2008-001,2008-001,20080101,20080131,2008-Q1,2008-Q1,20080101,20080331,2008,2008,20080101,20081231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,1,20141115,NULL,20141115
2760,18,2008-002,2008-002,20080201,20080229,2008-Q1,2008-Q1,20080101,20080331,2008,2008,20080101,20081231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2,20141115,NULL,20141115
2761,18,2008-003,2008-003,20080301,20080331,2008-Q1,2008-Q1,20080101,20080331,2008,2008,20080101,20081231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,3,20141115,NULL,20141115
2762,18,2008-004,2008-004,20080401,20080430,2008-Q2,2008-Q2,20080401,20080630,2008,2008,20080101,20081231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,4,20141115,NULL,20141115
2763,18,2008-005,2008-005,20080501,20080531,2008-Q2,2008-Q2,20080401,20080630,2008,2008,20080101,20081231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,5,20141115,NULL,20141115
2764,18,2008-006,2008-006,20080601,20080630,2008-Q2,2008-Q2,20080401,20080630,2008,2008,20080101,20081231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,6,20141115,NULL,20141115
2765,18,2008-007,2008-007,20080701,20080731,2008-Q3,2008-Q3,20080701,20080930,2008,2008,20080101,20081231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,7,20141115,NULL,20141115
2766,18,2008-008,2008-008,20080801,20080831,2008-Q3,2008-Q3,20080701,20080930,2008,2008,20080101,20081231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,8,20141115,NULL,20141115
2767,18,2008-009,2008-009,20080901,20080930,2008-Q3,2008-Q3,20080701,20080930,2008,2008,20080101,20081231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,9,20141115,NULL,20141115
2768,18,2008-010,2008-010,20081001,20081031,2008-Q4,2008-Q4,20081001,20081231,2008,2008,20080101,20081231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,10,20141115,NULL,20141115
2769,18,2008-011,2008-011,20081101,20081130,2008-Q4,2008-Q4,20081001,20081231,2008,2008,20080101,20081231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,11,20141115,NULL,20141115
2770,18,2008-012,2008-012,20081201,20081231,2008-Q4,2008-Q4,20081001,20081231,2008,2008,20080101,20081231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,12,20141115,NULL,20141115
2771,18,2008-013,2008-013,20081231,20081231,2008-Q4,2008-Q4,20080930,20081231,2008,2008,20080101,20081231,Y,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,13,20141115,NULL,20141115
2772,18,2009-001,2009-001,20090101,20090131,2009-Q1,2009-Q1,20090101,20090331,2009,2009,20090101,20091231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,1,20141115,NULL,20141115
2773,18,2009-002,2009-002,20090201,20090228,2009-Q1,2009-Q1,20090101,20090331,2009,2009,20090101,20091231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2,20141115,NULL,20141115
2774,18,2009-003,2009-003,20090301,20090331,2009-Q1,2009-Q1,20090101,20090331,2009,2009,20090101,20091231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,3,20141115,NULL,20141115
2775,18,2009-004,2009-004,20090401,20090430,2009-Q2,2009-Q2,20090401,20090630,2009,2009,20090101,20091231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,4,20141115,NULL,20141115
2776,18,2009-005,2009-005,20090501,20090531,2009-Q2,2009-Q2,20090401,20090630,2009,2009,20090101,20091231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,5,20141115,NULL,20141115
2777,18,2009-006,2009-006,20090601,20090630,2009-Q2,2009-Q2,20090401,20090630,2009,2009,20090101,20091231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,6,20141115,NULL,20141115
2778,18,2009-007,2009-007,20090701,20090731,2009-Q3,2009-Q3,20090701,20090930,2009,2009,20090101,20091231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,7,20141115,NULL,20141115
2779,18,2009-008,2009-008,20090801,20090831,2009-Q3,2009-Q3,20090701,20090930,2009,2009,20090101,20091231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,8,20141115,NULL,20141115
2780,18,2009-009,2009-009,20090901,20090930,2009-Q3,2009-Q3,20090701,20090930,2009,2009,20090101,20091231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,9,20141115,NULL,20141115
2781,18,2009-010,2009-010,20091001,20091031,2009-Q4,2009-Q4,20091001,20091231,2009,2009,20090101,20091231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,10,20141115,NULL,20141115
2782,18,2009-011,2009-011,20091101,20091130,2009-Q4,2009-Q4,20091001,20091231,2009,2009,20090101,20091231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,11,20141115,NULL,20141115
2783,18,2009-012,2009-012,20091201,20091231,2009-Q4,2009-Q4,20091001,20091231,2009,2009,20090101,20091231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,12,20141115,NULL,20141115
2784,18,2009-013,2009-013,20091231,20091231,2009-Q4,2009-Q4,20090930,20091231,2009,2009,20090101,20091231,Y,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,13,20141115,NULL,20141115
2785,18,2010-001,2010-001,20100101,20100131,2010-Q1,2010-Q1,20100101,20100331,2010,2010,20100101,20101231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,1,20141115,NULL,20141115
2786,18,2010-002,2010-002,20100201,20100228,2010-Q1,2010-Q1,20100101,20100331,2010,2010,20100101,20101231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2,20141115,NULL,20141115
2787,18,2010-003,2010-003,20100301,20100331,2010-Q1,2010-Q1,20100101,20100331,2010,2010,20100101,20101231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,3,20141115,NULL,20141115
2788,18,2010-004,2010-004,20100401,20100430,2010-Q2,2010-Q2,20100401,20100630,2010,2010,20100101,20101231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,4,20141115,NULL,20141115
2789,18,2010-005,2010-005,20100501,20100531,2010-Q2,2010-Q2,20100401,20100630,2010,2010,20100101,20101231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,5,20141115,NULL,20141115
2790,18,2010-006,2010-006,20100601,20100630,2010-Q2,2010-Q2,20100401,20100630,2010,2010,20100101,20101231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,6,20141115,NULL,20141115
2791,18,2010-007,2010-007,20100701,20100731,2010-Q3,2010-Q3,20100701,20100930,2010,2010,20100101,20101231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,7,20141115,NULL,20141115
2792,18,2010-008,2010-008,20100801,20100831,2010-Q3,2010-Q3,20100701,20100930,2010,2010,20100101,20101231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,8,20141115,NULL,20141115
2793,18,2010-009,2010-009,20100901,20100930,2010-Q3,2010-Q3,20100701,20100930,2010,2010,20100101,20101231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,9,20141115,NULL,20141115
2794,18,2010-010,2010-010,20101001,20101031,2010-Q4,2010-Q4,20101001,20101231,2010,2010,20100101,20101231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,10,20141115,NULL,20141115
2795,18,2010-011,2010-011,20101101,20101130,2010-Q4,2010-Q4,20101001,20101231,2010,2010,20100101,20101231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,11,20141115,NULL,20141115
2796,18,2010-012,2010-012,20101201,20101231,2010-Q4,2010-Q4,20101001,20101231,2010,2010,20100101,20101231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,12,20141115,NULL,20141115
2797,18,2010-013,2010-013,20101231,20101231,2010-Q4,2010-Q4,20100930,20101231,2010,2010,20100101,20101231,Y,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,13,20141115,NULL,20141115
2798,18,2011-001,2011-001,20110101,20110131,2011-Q1,2011-Q1,20110101,20110331,2011,2011,20110101,20111231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,1,20141115,NULL,20141115
2799,18,2011-002,2011-002,20110201,20110228,2011-Q1,2011-Q1,20110101,20110331,2011,2011,20110101,20111231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2,20141115,NULL,20141115
2800,18,2011-003,2011-003,20110301,20110331,2011-Q1,2011-Q1,20110101,20110331,2011,2011,20110101,20111231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,3,20141115,NULL,20141115
2801,18,2011-004,2011-004,20110401,20110430,2011-Q2,2011-Q2,20110401,20110630,2011,2011,20110101,20111231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,4,20141115,NULL,20141115
2802,18,2011-005,2011-005,20110501,20110531,2011-Q2,2011-Q2,20110401,20110630,2011,2011,20110101,20111231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,5,20141115,NULL,20141115
2803,18,2011-006,2011-006,20110601,20110630,2011-Q2,2011-Q2,20110401,20110630,2011,2011,20110101,20111231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,6,20141115,NULL,20141115
2804,18,2011-007,2011-007,20110701,20110731,2011-Q3,2011-Q3,20110701,20110930,2011,2011,20110101,20111231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,7,20141115,NULL,20141115
2805,18,2011-008,2011-008,20110801,20110831,2011-Q3,2011-Q3,20110701,20110930,2011,2011,20110101,20111231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,8,20141115,NULL,20141115
2806,18,2011-009,2011-009,20110901,20110930,2011-Q3,2011-Q3,20110701,20110930,2011,2011,20110101,20111231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,9,20141115,NULL,20141115
2807,18,2011-010,2011-010,20111001,20111031,2011-Q4,2011-Q4,20111001,20111231,2011,2011,20110101,20111231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,10,20141115,NULL,20141115
2808,18,2011-011,2011-011,20111101,20111130,2011-Q4,2011-Q4,20111001,20111231,2011,2011,20110101,20111231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,11,20141115,NULL,20141115
2809,18,2011-012,2011-012,20111201,20111231,2011-Q4,2011-Q4,20111001,20111231,2011,2011,20110101,20111231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,12,20141115,NULL,20141115
2810,18,2011-013,2011-013,20111231,20111231,2011-Q4,2011-Q4,20110930,20111231,2011,2011,20110101,20111231,Y,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,13,20141115,NULL,20141115
2811,18,2012-001,2012-001,20120101,20120131,2012-Q1,2012-Q1,20120101,20120331,2012,2012,20120101,20121231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,1,20141115,NULL,20141115
2812,18,2012-002,2012-002,20120201,20120229,2012-Q1,2012-Q1,20120101,20120331,2012,2012,20120101,20121231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2,20141115,NULL,20141115
2813,18,2012-003,2012-003,20120301,20120331,2012-Q1,2012-Q1,20120101,20120331,2012,2012,20120101,20121231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,3,20141115,NULL,20141115
2814,18,2012-004,2012-004,20120401,20120430,2012-Q2,2012-Q2,20120401,20120630,2012,2012,20120101,20121231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,4,20141115,NULL,20141115
2815,18,2012-005,2012-005,20120501,20120531,2012-Q2,2012-Q2,20120401,20120630,2012,2012,20120101,20121231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,5,20141115,NULL,20141115
2816,18,2012-006,2012-006,20120601,20120630,2012-Q2,2012-Q2,20120401,20120630,2012,2012,20120101,20121231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,6,20141115,NULL,20141115
2817,18,2012-007,2012-007,20120701,20120731,2012-Q3,2012-Q3,20120701,20120930,2012,2012,20120101,20121231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,7,20141115,NULL,20141115
2818,18,2012-008,2012-008,20120801,20120831,2012-Q3,2012-Q3,20120701,20120930,2012,2012,20120101,20121231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,8,20141115,NULL,20141115
2819,18,2012-009,2012-009,20120901,20120930,2012-Q3,2012-Q3,20120701,20120930,2012,2012,20120101,20121231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,9,20141115,NULL,20141115
2820,18,2012-010,2012-010,20121001,20121031,2012-Q4,2012-Q4,20121001,20121231,2012,2012,20120101,20121231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,10,20141115,NULL,20141115
2821,18,2012-011,2012-011,20121101,20121130,2012-Q4,2012-Q4,20121001,20121231,2012,2012,20120101,20121231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,11,20141115,NULL,20141115
2822,18,2012-012,2012-012,20121201,20121231,2012-Q4,2012-Q4,20121001,20121231,2012,2012,20120101,20121231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,12,20141115,NULL,20141115
2823,18,2012-013,2012-013,20121231,20121231,2012-Q4,2012-Q4,20120930,20121231,2012,2012,20120101,20121231,Y,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,13,20141115,NULL,20141115
2824,18,2013-001,2013-001,20130101,20130131,2013-Q1,2013-Q1,20130101,20130331,2013,2013,20130101,20131231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,1,20141115,NULL,20141115
2825,18,2013-002,2013-002,20130201,20130228,2013-Q1,2013-Q1,20130101,20130331,2013,2013,20130101,20131231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2,20141115,NULL,20141115
2826,18,2013-003,2013-003,20130301,20130331,2013-Q1,2013-Q1,20130101,20130331,2013,2013,20130101,20131231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,3,20141115,NULL,20141115
2827,18,2013-004,2013-004,20130401,20130430,2013-Q2,2013-Q2,20130401,20130630,2013,2013,20130101,20131231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,4,20141115,NULL,20141115
2828,18,2013-005,2013-005,20130501,20130531,2013-Q2,2013-Q2,20130401,20130630,2013,2013,20130101,20131231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,5,20141115,NULL,20141115
2829,18,2013-006,2013-006,20130601,20130630,2013-Q2,2013-Q2,20130401,20130630,2013,2013,20130101,20131231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,6,20141115,NULL,20141115
2830,18,2013-007,2013-007,20130701,20130731,2013-Q3,2013-Q3,20130701,20130930,2013,2013,20130101,20131231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,7,20141115,NULL,20141115
2831,18,2013-008,2013-008,20130801,20130831,2013-Q3,2013-Q3,20130701,20130930,2013,2013,20130101,20131231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,8,20141115,NULL,20141115
2832,18,2013-009,2013-009,20130901,20130930,2013-Q3,2013-Q3,20130701,20130930,2013,2013,20130101,20131231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,9,20141115,NULL,20141115
2833,18,2013-010,2013-010,20131001,20131031,2013-Q4,2013-Q4,20131001,20131231,2013,2013,20130101,20131231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,10,20141115,NULL,20141115
2834,18,2013-011,2013-011,20131101,20131130,2013-Q4,2013-Q4,20131001,20131231,2013,2013,20130101,20131231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,11,20141115,NULL,20141115
2835,18,2013-012,2013-012,20131201,20131231,2013-Q4,2013-Q4,20131001,20131231,2013,2013,20130101,20131231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,12,20141115,NULL,20141115
2836,18,2013-013,2013-013,20131231,20131231,2013-Q4,2013-Q4,20130930,20131231,2013,2013,20130101,20131231,Y,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,13,20141115,NULL,20141115
2837,18,2014-001,2014-001,20140101,20140131,2014-Q1,2014-Q1,20140101,20140331,2014,2014,20140101,20141231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,1,20141115,NULL,20141115
2838,18,2014-002,2014-002,20140201,20140228,2014-Q1,2014-Q1,20140101,20140331,2014,2014,20140101,20141231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2,20141115,NULL,20141115
2839,18,2014-003,2014-003,20140301,20140331,2014-Q1,2014-Q1,20140101,20140331,2014,2014,20140101,20141231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,3,20141115,NULL,20141115
2840,18,2014-004,2014-004,20140401,20140430,2014-Q2,2014-Q2,20140401,20140630,2014,2014,20140101,20141231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,4,20141115,NULL,20141115
2841,18,2014-005,2014-005,20140501,20140531,2014-Q2,2014-Q2,20140401,20140630,2014,2014,20140101,20141231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,5,20141115,NULL,20141115
2842,18,2014-006,2014-006,20140601,20140630,2014-Q2,2014-Q2,20140401,20140630,2014,2014,20140101,20141231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,6,20141115,NULL,20141115
2843,18,2014-007,2014-007,20140701,20140731,2014-Q3,2014-Q3,20140701,20140930,2014,2014,20140101,20141231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,7,20141115,NULL,20141115
2844,18,2014-008,2014-008,20140801,20140831,2014-Q3,2014-Q3,20140701,20140930,2014,2014,20140101,20141231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,8,20141115,NULL,20141115
2845,18,2014-009,2014-009,20140901,20140930,2014-Q3,2014-Q3,20140701,20140930,2014,2014,20140101,20141231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,9,20141115,NULL,20141115
2846,18,2014-010,2014-010,20141001,20141031,2014-Q4,2014-Q4,20141001,20141231,2014,2014,20140101,20141231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,10,20141115,NULL,20141115
2847,18,2014-011,2014-011,20141101,20141130,2014-Q4,2014-Q4,20141001,20141231,2014,2014,20140101,20141231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,11,20141115,NULL,20141115
2848,18,2014-012,2014-012,20141201,20141231,2014-Q4,2014-Q4,20141001,20141231,2014,2014,20140101,20141231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,12,20141115,NULL,20141115
2849,18,2014-013,2014-013,20141231,20141231,2014-Q4,2014-Q4,20140930,20141231,2014,2014,20140101,20141231,Y,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,13,20141115,NULL,20141115
2850,18,2015-001,2015-001,20150101,20150131,2015-Q1,2015-Q1,20150101,20150331,2015,2015,20150101,20151231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,1,20141115,NULL,20141115
2851,18,2015-002,2015-002,20150201,20150228,2015-Q1,2015-Q1,20150101,20150331,2015,2015,20150101,20151231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2,20141115,NULL,20141115
2852,18,2015-003,2015-003,20150301,20150331,2015-Q1,2015-Q1,20150101,20150331,2015,2015,20150101,20151231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,3,20141115,NULL,20141115
2853,18,2015-004,2015-004,20150401,20150430,2015-Q2,2015-Q2,20150401,20150630,2015,2015,20150101,20151231,N,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,4,20141115,NULL,20141115
